60_2_VWM_retest ego;1/20/2018;17:07:32;Virtual Water Maze - RMT for fMRI [Sept. 2016]
no;cond;finished;time[sec];path length[px];beeline[px]
1;M1_cued_target;1;80;18397;16643
2;X2_no_target;1;70;35613;13817
3;M2_cued_target;1;49;10593;10701
4;X2_no_target;1;78;37672;11209
5;M3_cued_target;1;85;23778;13095
6;X2_no_target;1;56;16684;12775
7;M2_cued_target;1;48;10510;10697
8;X2_no_target;1;34;11481;10880
9;M1_cued_target;1;72;18993;16751
10;X2_no_target;1;49;18105;10257
11;M3_cued_target;1;78;21250;12834
12;X2_no_target;1;54;17623;12119
13;M1_cued_target;1;72;18761;16644
14;X2_no_target;1;42;12422;11659
15;M2_cued_target;1;49;10577;10700
16;X2_no_target;1;37;11735;11062
